Date,Close
8/26/2020 16:00:00,17.7
8/27/2020 16:00:00,18.31
8/28/2020 16:00:00,18.49
8/31/2020 16:00:00,17.88
9/1/2020 16:00:00,17.59
9/2/2020 16:00:00,17.61
9/3/2020 16:00:00,17.73
9/4/2020 16:00:00,17.88
9/8/2020 16:00:00,18.37
9/9/2020 16:00:00,17.54
9/10/2020 16:00:00,17.48
9/11/2020 16:00:00,17.28
9/14/2020 16:00:00,17.83
9/15/2020 16:00:00,18.08
9/16/2020 16:00:00,18.55
9/17/2020 16:00:00,18.1
9/18/2020 16:00:00,17.7
9/21/2020 16:00:00,16.23
9/22/2020 16:00:00,16.55
9/23/2020 16:00:00,16.08
9/24/2020 16:00:00,15.71
9/25/2020 16:00:00,16.2
9/28/2020 16:00:00,16.53
9/29/2020 16:00:00,16.02
